 Cement(kg/m3), Water(kg/m3),Coarse aggregate(kg/m3),Fine aggregate(kg/m3), FA (kg/m3),SF (kg/m3),GGBFS (kg/m3),SP (kg/m3),Cylinder compressive strength (MPa),Splitting tensile strength (MPa),Flexural strength (MPa),Elastic modulus (GPa),Chloride permeability (Coulomb) 28d,Chloride permeability (Coulomb) 90d,Chloride permeability (Coulomb) 180d,Drying shrinkage (??) 7d,Drying shrinkage (??) 28d,Drying shrinkage (??) 90d,Drying shrinkage (??)120d,Creep (??) 28d,Creep (??) 90d,Creep (??) 150d,Abrasion (mm) 28 d
453.3,185.5,748.7,832.4,30.906,30.906,0,11.332464,54.5615,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
443,185.5,747.2,830.7,30.906,41.208,0,11.332508,55.1565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
432.7,185.5,745.7,829,30.906,51.51,0,11.332552,54.842,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
430.1,185.5,746.8,830.2,84.9915,0,0,11.332013,46.546,4.2,-1,-1,1275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
419.8,185.5,745.3,828.6,84.9915,10.302,0,11.332057,54.0005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
409.5,185.5,743.8,826.9,84.9915,20.604,0,11.332101,54.553,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
399.2,185.5,742.3,825.2,84.9915,30.906,0,11.332145,55.981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
388.9,185.5,740.8,823.5,84.9915,41.208,0,11.332189,56.4315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
378.6,185.5,739.3,821.9,84.9915,51.51,0,11.332233,56.0575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
401.8,185.5,729.4,810.9,113.322,0,0,11.332684,45.475,4.25,-1,-1,1210,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
391.5,185.5,727.9,809.2,113.322,10.302,0,11.332728,54.1875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
381.2,185.5,726.4,807.5,113.322,20.604,0,11.332772,54.723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
370.9,185.5,724.9,805.9,113.322,30.906,0,11.332816,56.0405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
360.6,185.5,723.4,804.2,113.322,41.208,0,11.33286,56.7715,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
350.3,185.5,721.9,802.5,113.322,51.51,0,11.332904,56.0745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
373.5,185.5,712,791.6,141.6525,0,0,11.333355,44.455,4.2,-1,-1,1200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
363.2,185.5,710.5,789.9,141.6525,10.302,0,11.333399,55.0375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
352.9,185.5,709,788.2,141.6525,20.604,0,11.333443,56.9245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
342.6,185.5,707.5,786.5,141.6525,30.906,0,11.333487,58.3525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
332.3,185.5,706,784.9,141.6525,41.208,0,11.333531,58.718,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
322,185.5,704.5,783.2,141.6525,51.51,0,11.333575,58.5395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
345.1,185.5,694.6,772.2,169.983,0,0,11.331826,44.115,4.19,-1,-1,1198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
334.8,185.5,693.1,770.5,169.983,10.302,0,11.33187,52.8785,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
324.5,185.5,691.6,768.9,169.983,20.604,0,11.331914,54.7825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
314.2,185.5,690.1,767.2,169.983,30.906,0,11.331958,56.0575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
303.9,185.5,688.6,765.5,169.983,41.208,0,11.332002,56.3635,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
293.6,185.5,687.1,763.8,169.983,51.51,0,11.332046,55.947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
316.8,185.5,677.2,752.9,198.3135,0,0,11.332497,43.5455,4.03,-1,-1,1185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
306.5,185.5,675.7,751.2,198.3135,10.302,0,11.332541,51.408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
296.2,185.5,674.2,749.5,198.3135,20.604,0,11.332585,51.9095,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285.9,185.5,672.7,747.8,198.3135,30.906,0,11.332629,52.4195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
275.6,185.5,671.2,746.2,198.3135,41.208,0,11.332673,52.887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
265.3,185.5,669.7,744.5,198.3135,51.51,0,11.332717,52.6745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
288.5,185.5,659.8,733.5,226.644,0,0,11.333168,43.01,3.98,-1,-1,1151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
278.2,185.5,658.3,731.9,226.644,10.302,0,11.333212,50.116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
267.9,185.5,656.8,730.2,226.644,20.604,0,11.333256,50.303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
257.6,185.5,655.3,728.5,226.644,30.906,0,11.3333,51.187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
247.3,185.5,653.8,726.8,226.644,41.208,0,11.333344,51.7055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
237,185.5,652.3,725.2,226.644,51.51,0,11.333388,51.306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
231.8,185.5,625,694.9,283.305,0,0,11.33231,39.7715,3.8,-1,-1,1150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
221.5,185.5,623.5,693.2,283.305,10.302,0,11.332354,46.104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
211.2,185.5,622,691.5,283.305,20.604,0,11.332398,46.716,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
200.9,185.5,620.5,689.8,283.305,30.906,0,11.332442,47.192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190.6,185.5,619,688.2,283.305,41.208,0,11.332486,47.7445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
180.3,185.5,617.5,686.5,283.305,51.51,0,11.33253,47.4725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
273.175,190,754,939,47.5,11.875,142.5,1.1875,42.6,-1,-1,-1,-1,-1,-1,-1,-1,60,100,-1,-1,-1,-1
249.375,190,750.2,934.1,71.25,11.875,142.5,1.1875,40.6,-1,-1,-1,-1,-1,-1,-1,-1,55,100,-1,-1,-1,-1
225.625,190,752.5,937.1,47.5,11.875,190,1.1875,39.2,-1,-1,-1,-1,-1,-1,-1,-1,55,98,-1,-1,-1,-1
154.375,190,746.8,930,71.25,11.875,237.5,1.425,32.3,-1,-1,-1,-1,-1,-1,-1,-1,62.5,105,-1,-1,-1,-1
142.5,190,746.1,929.1,71.25,23.75,237.5,1.425,31.2,-1,-1,-1,-1,-1,-1,-1,-1,73,120,-1,-1,-1,-1
130.625,190,742.9,925.1,95,11.875,237.5,1.1875,30,-1,-1,-1,-1,-1,-1,-1,-1,72,120,-1,-1,-1,-1
118.75,190,742.2,924.2,71.25,23.75,237.5,1.425,28.1,-1,-1,-1,-1,-1,-1,-1,-1,76,127,-1,-1,-1,-1
106.875,190,741.7,923.7,95,35.625,237.5,1.425,28.4,-1,-1,-1,-1,-1,-1,-1,-1,76,140,-1,-1,-1,-1
324,250,836,631,0,23,116,0,27.625,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300.7,250,836,631,0,46.3,116,0,35.615,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
277.5,250,836,631,0,69.5,116,0,38.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
324,260.9,825,631,0,23,116,0,31.705,2.84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300.7,260.9,825,631,0,46.3,116,0,32.215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
277.5,260.9,825,631,0,69.5,116,0,35.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
324,271.7,813,631,0,23,116,0,24.395,2.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300.7,271.7,813,631,0,46.3,116,0,31.535,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
277.5,271.7,813,631,0,69.5,116,0,37.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
324,293.5,791,631,0,23,116,0,25.925,2.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300.7,293.5,791,631,0,46.3,116,0,27.88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
277.5,293.5,791,631,0,69.5,116,0,29.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
441.75,200,737,937.5,23.25,0,0,3.72,34,3.24,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
418.5,200,737,937.5,46.5,0,0,3.72,34.85,3.38,4.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
395.25,200,737,937.5,69.75,0,0,3.72,35.7,3.5,4.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
372,200,737,937.5,93,0,0,3.72,35.955,3.6,4.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
348.75,200,737,937.5,116.25,0,0,3.72,36.21,3.63,4.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
325.5,200,737,937.5,139.5,0,0,3.72,33.15,3.6,4.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
302.25,200,737,937.5,162.75,0,0,3.72,32.3,3.51,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
441.75,200,737,937.5,0,23.25,0,3.72,35.02,3.53,4.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
418.5,200,737,937.5,0,46.5,0,3.72,38.25,3.75,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
395.25,200,737,937.5,0,69.75,0,3.72,36.125,3.74,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
372,200,737,937.5,0,93,0,3.72,35.105,3.52,4.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
348.75,200,737,937.5,0,116.25,0,3.72,33.83,3.5,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
348.75,200,737,937.5,93,23.85,0,3.72,31.875,3.51,4.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
348.75,200,737,937.5,69.75,47.7,0,3.72,39.1,3.97,4.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
348.75,200,737,937.5,46.5,69.75,0,3.72,38.25,3.7,4.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
348.75,200,737,937.5,23.25,93,0,3.72,37.91,3.63,4.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
348.75,200,737,937.5,0,116.25,0,3.72,36.125,3.58,4.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
257,216.8,754,800,256,0,0,4.1,15.572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
257,216.8,754,800,128,0,128,4.1,29.546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
257,216.8,754,800,102,52,102,4.1,35.309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
129,216.8,754,800,384,0,0,4.1,9.231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
128,216.8,754,800,192,0,192,4.1,23.341,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
128,216.8,754,800,154,76,154,4.1,26.2905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,206.7,849.4,785,260,0,0,5.72,15.334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,206.7,849.4,785,130,0,130,5.43,28.4835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,206.7,849.4,785,104,52,104,6.76,34.2635,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130,206.7,849.4,785,390,0,0,5.94,6.0945,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130,206.7,849.4,785,195,0,195,4.68,16.711,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130,206.7,849.4,785,156,78,156,6.8,30.209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,214.9,832,785,260,0,0,4.78,17.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,214.9,832,785,130,0,130,5.67,32.623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,214.9,832,785,104,52,104,6.86,42.024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130,214.9,832,785,390,0,0,7.4,11.594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130,214.9,832,785,195,0,195,7.28,26.214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130,214.9,832,785,156,78,156,7.57,36.3375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113.7,214.9,832,785,341.25,0,0,4.01,11.8065,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113.7,214.9,832,785,170.63,0,170.6,1.37,15.5975,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
113.7,214.9,832,785,136.5,68.3,136.5,3.19,22.2955,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101,214.9,832,785,303,0,0,3.2,8.1855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101,214.9,832,785,151.5,0,151.5,1.21,10.2595,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101,214.9,832,785,121.2,60.6,121.2,3.63,16.031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
301.15,155.33,1268,634,0,15.85,0,0,27.455,3.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285.3,152.16,1268,634,0,31.7,0,0,28.475,3.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
269.45,148.99,1268,634,0,47.55,0,0,26.35,3.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
301.15,158.5,1268,634,15.85,0,0,0,25.33,3.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285.3,155.33,1268,634,31.7,0,0,0,25.84,3.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
269.45,152.16,1268,634,47.55,0,0,0,25.5,3.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
301.15,158.5,1268,634,7.93,7.93,0,0,27.2,3.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285.3,152.16,1268,634,15.85,15.85,0,0,27.625,3.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
269.45,148.99,1268,634,23.78,23.78,0,0,28.9,3.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
360,180,868,941,40,0,0,0,23.8,2.4,-1,25,3600,2100,-1,-1,-1,-1,-1,-1,-1,-1,-1
320,180,865,937,80,0,0,0,22.1,2.25,-1,24,3950,2000,-1,-1,-1,-1,-1,-1,-1,-1,-1
280,180,852,933,120,0,0,0,17.85,2,-1,23.4,4300,2470,-1,-1,-1,-1,-1,-1,-1,-1,-1
380,180,869,941,0,20,0,0,25.5,2.6,-1,28.8,1970,1150,-1,-1,-1,-1,-1,-1,-1,-1,-1
360,180,865,937,0,40,0,0,34,3.17,-1,30,1500,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1
340,180,863,935,40,20,0,0,23.8,2.47,-1,28.3,2400,1500,-1,-1,-1,-1,-1,-1,-1,-1,-1
280,180,861,932,80,20,0,0,26.435,2.36,-1,27,2700,1400,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,180,858,930,120,20,0,0,22.1,2.3,-1,26.4,3350,1600,-1,-1,-1,-1,-1,-1,-1,-1,-1
340,156,1799,1346,60,0,0,2.4,39.36,-1,-1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300,156,1779,1300,100,0,0,2.4,36.45,-1,-1,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,156,1763,1255,140,0,0,2,31.6,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
240,156,1816,1386,0,0,160,1.6,39.15,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
200,156,1812,1379,0,0,200,2,36,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
160,156,1809,1372,0,0,240,2,31.59,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
513,183.6,817.56,828.36,0,27,0,5.4,48.7305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
486,183.6,817.56,828.36,0,54,0,4.86,55.913,4.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
459,183.6,817.56,828.36,0,81,0,4.32,44.574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
324,162,1027,750,81,0,0,0,44.6,3.5,-1,26.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
291,155,1044,762,97,0,0,0,41.2,3.2,-1,25.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
368,155,1057,772,0,19,0,0,63.9,4.3,-1,30.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194,155,1041,760,97,0,97,0,42.9,3.8,-1,26.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
155,155,1037,757,116,0,116,0,36.3,3.3,-1,22.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
194,155,1054,769,0,0,194,0,48.9,4.1,-1,24.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116,155,1048,765,0,19,252,0,40.4,3.7,-1,21.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
342,155,1078,667,114,0,0,0,50.4,4,-1,27.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
433,155,1094,677,0,23,0,0,72.8,4.4,-1,33.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
228,155,1073,664,114,0,114,0,53.5,4.1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
182,155,1069,661,137,0,137,0,45.8,4,-1,24.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
228,155,1090,674,0,0,228,0,53.4,4.7,-1,25.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
137,155,1083,670,0,13,296,0,55.7,4.2,-1,21.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
388,155,1016,628,138,28,0,0,73.2,5.3,-1,30.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
526,155,1041,644,0,28,0,0,83.6,5.1,-1,35.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
277,155,1016,628,111,28,138,0,73.7,4.8,-1,34.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
221,155,1009,624,138,28,166,0,57.4,5.3,-1,24.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
277,155,1031,638,0,28,249,0,76.5,4.9,-1,30.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
137,155,1083,670,0,28,296,0,72.5,4.9,-1,30.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285,171,1130.94,679.32,76,19,0,0,42.5,2.84,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
247,171,1130.94,679.32,114,19,0,0,40.8,2.78,4.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,171,1130.94,679.32,152,19,0,0,37.4,2.75,4.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
275.5,171,1130.94,679.32,76,28.5,0,0,49.3,3.15,4.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
237.5,171,1130.94,679.32,114,28.5,0,0,52.7,3.24,4.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
199.5,171,1130.94,679.32,152,28.5,0,0,48.45,3.2,4.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
266,171,1130.94,679.32,76,38,0,0,45.05,3.15,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
228,171,1130.94,679.32,114,38,0,0,43.35,3.1,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190,171,1130.94,679.32,152,38,0,0,42.925,3.02,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
322,200.48,1228,611,36,0,0,0,35.275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
320,209.44,1218,607,36,18,0,0,39.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
284,198.8,1219,607,71,0,0,0,31.875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
280,215.6,1200,598,70,35,0,0,36.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
247,197.68,1212,604,106,0,0,0,28.475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
243,213.92,1192,594,104,35,0,0,31.025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
372,160,818,993,0,28,0,1.4136,38,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
350,190,876,830,150,0,0,9.1,25.925,2,-1,16,1250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300,200,860,845,200,0,0,9,22.1,1.7,-1,13,1240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
250,210,856,856,250,0,0,8.6,18.7,1.3,-1,8.5,1200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
409.5,159.6,869,869,0,10.5,0,2.016,61.71,-1,-1,-1,3200,2300,1980,-1,-1,-1,-1,-1,-1,-1,-1
399,159.6,868,868,0,21,0,2.142,66.3,-1,-1,-1,2200,1000,800,-1,-1,-1,-1,-1,-1,-1,-1
388.5,159.6,865,865,0,31.5,0,2.268,66.47,-1,-1,-1,1500,730,728,-1,-1,-1,-1,-1,-1,-1,-1
378,159.6,869,869,0,42,0,2.352,68,-1,-1,-1,1250,720,450,-1,-1,-1,-1,-1,-1,-1,-1
357,159.6,865,865,63,0,0,1.638,52.36,-1,-1,-1,4230,2350,1400,-1,-1,-1,-1,-1,-1,-1,-1
294,159.6,855,855,126,0,0,1.26,44.2,-1,-1,-1,4400,1400,1000,-1,-1,-1,-1,-1,-1,-1,-1
346.5,159.6,864,864,63,10.5,0,1.68,53.125,-1,-1,-1,3880,1230,1000,-1,-1,-1,-1,-1,-1,-1,-1
336,159.6,861,861,63,21,0,1.764,60.775,-1,-1,-1,2480,800,795,-1,-1,-1,-1,-1,-1,-1,-1
325.5,159.6,860,860,63,31.5,0,1.89,60.35,-1,-1,-1,1700,560,560,-1,-1,-1,-1,-1,-1,-1,-1
283.5,159.6,853,853,126,10.5,0,1.344,49.3,-1,-1,-1,3700,1100,780,-1,-1,-1,-1,-1,-1,-1,-1
273,159.6,851,851,126,21,0,1.386,50.745,-1,-1,-1,3650,1000,650,-1,-1,-1,-1,-1,-1,-1,-1
262.5,159.6,849,849,126,31.5,0,1.428,47.175,-1,-1,-1,3700,1010,650,-1,-1,-1,-1,-1,-1,-1,-1
244,142.5,1317,701,131,0,0,1.5,41.225,6.2,4.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
244,142.5,1325,705,75,0,56,1.5,43.86,6.3,4.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
206,142.5,1308,697,169,0,0,1.5,51.935,6.5,5.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
206,142.5,1317,700,113,0,56,1.5,53.04,6.9,5.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
340,188,800,825,0,0,135,6.1275,36.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
375,189,800,862,0,0,100,8.265,46.66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
430,195,795,971,0,20,0,4.68,56.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
430,205,651,1047,0,20,0,7.065,62.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
323.1,158,1110.39,796,0,35.9,0,0,23.375,3.1,3.7,26.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
305.15,158,1110.39,796,0,53.85,0,0,27.625,3.4,4,28.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
287.2,158,1110.39,796,0,71.8,0,0,25.33,3.2,3.8,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
675,225,570,688,75,0,0,8.25,45.475,4,-1,-1,2662,1449,-1,-1,-1,-1,-1,-1,-1,-1,-1
600,225,570,688,150,0,0,8.25,45.05,3.9,-1,-1,1450,972,-1,-1,-1,-1,-1,-1,-1,-1,-1
712.5,225,570,688,0,37.5,0,11.25,48.45,4.3,-1,-1,1064,739,-1,-1,-1,-1,-1,-1,-1,-1,-1
